building_id,model,n_origins,nmae,nrmse,mape,ncrps
Peacock_office_Burl,chronos_bolt_small,28,0.0723554588872865,0.1006306500348914,7.081978869958904,0.0567306857400176
Peacock_office_Dara,chronos_bolt_small,28,0.1260234375155221,0.168219698378278,14.10486303159247,0.1034592669542432
Peacock_office_Effie,chronos_bolt_small,28,0.0958902186633664,0.1244397474845717,10.226958745883552,0.0772328493458219
Peacock_office_Elton,chronos_bolt_small,28,0.0607044644859889,0.0953967911678774,6.633236817760404,0.0554024000818382
Peacock_office_Glenn,chronos_bolt_small,28,0.1574380207182425,0.2238036775778155,16.59133044232843,0.1346119222871708
Peacock_office_Jonathon,chronos_bolt_small,28,0.072100887636562,0.1162563241503771,7.527148707484425,0.0608929644591517
Peacock_office_Julian,chronos_bolt_small,28,0.1321265090806827,0.1995637238734133,14.107650034064497,0.1161468391201074
Peacock_office_Major,chronos_bolt_small,28,0.0368216094898598,0.0546087799442609,3.693197582620819,0.0294723841272535
Peacock_office_Naomi,chronos_bolt_small,28,0.0642669514356421,0.1664263660188888,11.723998670068749,0.1069947479261268
Peacock_office_Norman,chronos_bolt_small,28,0.1155969265211659,0.1617743971438455,12.123742064744556,0.0984644966144867
Peacock_public_Kelvin,chronos_bolt_small,28,0.0663662817036362,0.0919716877497225,7.03556230617919,0.0545167819933498
Rat_assembly_Adolfo,chronos_bolt_small,28,0.1367816628029124,0.1894041653988521,14.36352928278544,0.112418798246612
Rat_assembly_Aisha,chronos_bolt_small,28,0.047617458479904,0.0651604156216621,5.05788335809264,0.0387705248559856
Rat_assembly_Alex,chronos_bolt_small,28,0.0951834597494391,0.1308535985314914,9.734714092612585,0.0766485977621223
Rat_assembly_Archie,chronos_bolt_small,28,0.0924662642413929,0.1229007531822726,9.182295280907244,0.0726470194667529
Rat_assembly_Aubrey,chronos_bolt_small,28,0.0662744212808793,0.0924342700630577,9.684379619355072,0.0562121073069684
Rat_assembly_Cristina,chronos_bolt_small,28,0.0763038600444157,0.1045729999105311,8.468133614505666,0.0598741867253348
Rat_assembly_Damaris,chronos_bolt_small,28,0.0236735121960964,0.039271431198708,2.440976586808846,0.0194208940452862
Rat_assembly_Deandre,chronos_bolt_small,28,0.0513397746759353,0.0727503588361457,5.359925732694285,0.0421597078721372
Rat_assembly_Donny,chronos_bolt_small,28,0.0732510025432436,0.1073140571496185,68.552405995589,0.0655005865601546
Rat_assembly_Dovie,chronos_bolt_small,28,0.0707480574259229,0.1136478910572038,7.564793777246582,0.0600673066262253
Rat_assembly_Erwin,chronos_bolt_small,28,0.079395105746619,0.1059345410795514,10.60947368038138,0.0700219339344534
Rat_assembly_Ezequiel,chronos_bolt_small,28,0.1387970716864158,0.2034171773536414,17.696444316749947,0.1284780254473173
Rat_assembly_Francine,chronos_bolt_small,28,0.0688148292359555,0.0900810720749426,7.15510440187535,0.0533877357894142
Rat_assembly_Frieda,chronos_bolt_small,28,0.0567050502414026,0.0852746048511967,5.817865812116755,0.0475022422602163
Rat_assembly_Gwen,chronos_bolt_small,28,0.0669956170486003,0.106079434454629,8.186632598387696,0.0547901059716037
Rat_assembly_Horace,chronos_bolt_small,28,0.1267165429597733,0.1724269459340552,14.198987453954167,0.1006411888249935
Rat_assembly_Ida,chronos_bolt_small,28,0.0833964361667848,0.125465227344907,8.120671117751241,0.0675961924894548
Rat_assembly_Jamie,chronos_bolt_small,28,0.1427978463226117,0.1954737637948656,13.827683820151435,0.1117552598939366
Rat_assembly_Jannie,chronos_bolt_small,28,0.0658322327258585,0.1009547621444269,194.43932068797133,0.0669909967819361
Rat_assembly_Jennie,chronos_bolt_small,28,0.0718515580134954,0.1158747468512906,7.617543898533937,0.0629760860873155
Rat_assembly_Kaitlyn,chronos_bolt_small,28,0.0682242979467836,0.0980053786406203,7.075016932733792,0.0566972123370856
Rat_assembly_Kelley,chronos_bolt_small,28,0.127075270308048,0.2162001825250255,142.7194538625127,0.4533727507086743
Rat_assembly_Kenya,chronos_bolt_small,28,0.094591547417833,0.1215344035948758,9.374640527913106,0.0734896534815482
